Sample,Homo,Het,Haploid.Cov,Error.Rate,Model.Fit,Genome.Size..b.,Genome.Size..Mb.,Label,Pop.x,Family,Env.x,Sex,Treatment,Sample.1,EPSPS_het,EPSPS_cov,EPSPS_copy,EPSPS_err,EPSPS_fit,EPSPS_length,scaling,EPSPS_scaledcov,EPSPS_scaledcopy,EPSPS_mapped_cov_mean,EPSPS_mapped_cov_var,Env.y,Pop.y,Unnamed: 28,Unnamed: 29,Pair,plinkorder,sample2,decimalLongitude,decimalLatitude,SeqNames,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,year,land_cover_class,top_class_1000m,proportion_agricultural_1000m,shannon_idx_1000m,proportion_natural_1000m,Unnamed: 49,Unnamed: 50,BIO4 = Temperature Seasonality (standard deviation ×100),Shannon idx,fipsx,"2,4-D",ATRAZINE,DICAMBA,GLUF OSINATE,GLYPHOSATE,METOLACHLOR,bio_17,bio_10,bio_01,bio_04,bio_15
5285,96.8,3.15,14.0,0.00221,0.716,547517913.0,547.517913,Bradley_Ag_182_F_Co,Bradley,182.0,Ag,F,Co,5285.0,0.00469,26.5,2.12,0.00687,0.948,11301.0,1.1301,29.94765,2.395812,2.078357,0.217613,Agricultural,Bradley,,,14.0,164.0,5285.0,-87.81988903,41.16467102,P14_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,69.40071803,0.983290477,69.40071803,,,,,17091,7599.6,67040.6,9814.2,9303.1,108801.1,7824.2,2.6512279e-08,296.63098,283.97635,1040.8037,0.32317045
5287,97.4,2.6,15.5,0.00277,0.964,500892326.0,500.892326,Baldwin_Ag_159_F_Co,Baldwin,159.0,Ag,F,Co,5287.0,0.00622,17.7,1.264285714,0.00639,0.944,11155.0,1.1155,19.74435,1.410310714,1.273911,0.258148,Agricultural,Baldwin,,,17.0,145.0,5287.0,-95.171401,38.782048,P17_Ag,,,,,,,,2018,"Developed, Open Space",Pasture/Hay,45.95875139,1.717661031,45.95875139,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5294,97.0,2.99,13.3,0.00197,0.677,561397884.0,561.397884,Blanchard_Nat_105_F_Wa,Blanchard,105.0,Nat,F,Wa,5294.0,0.0215,14.0,0.9032258065,0.00674,0.178,11394.0,1.1394,15.9516,1.029135484,1.066041,0.330232,Natural,Blanchard,,,2.0,39.0,5294.0,-83.81345096,41.03727398,P2_Nat,,,,,,,,2018,"Developed, Open Space",Cultivated Crops,88.44665561,0.5509650899,88.44665561,,,,,39063,18613.7,48696.8,2929.9,6853.9,109614.5,5550.2,2.747639e-08,296.08673,284.08786,990.5662,0.29595977
5296,97.5,2.51,13.0,0.00218,0.525,542481862.0,542.481862,Nunemaker_Ag_157_M_So,Nunemaker,157.0,Ag,M,So,5296.0,0.00533,42.7,3.210526316,0.00664,2.42,11606.0,1.1606,49.55762,3.726136842,3.667131,0.609717,Agricultural,Nunemaker,,,16.0,78.0,5296.0,-95.215847,38.988681,P16_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,47.75578478,1.710170229,47.75578478,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5300,97.0,3.04,13.0,0.00306,0.918,521031982.0,521.031982,Pekin_Nat_23_F_Co,Pekin,23.0,Nat,F,Co,5300.0,0.0433,11.5,0.8846153846,0.00401,1.55,15640.0,1.564,17.986,1.383538462,1.020997,0.088522,Natural,Pekin,,,12.0,172.0,5300.0,-89.65567603,40.57469501,P12_Nat,,,,,,,,2018,"Developed, Medium Intensity",Cultivated Crops,29.4329184,1.881461538,29.4329184,,,,,17179,18770.4,66467.7,22680.2,5013.6,145886.1,4884.3,2.34655e-08,297.3527,284.3939,1084.3057,0.47166124
5312,96.8,3.23,11.6,0.00142,0.809,575441057.0,575.441057,Keysport_Nat_141_F_So,Keysport,141.0,Nat,F,So,5312.0,0.0282,12.4,0.9538461538,0.00622,0.225,11065.0,1.1065,13.7206,1.055430769,1.017607,0.340075,Natural,Keysport,,,5.0,175.0,5312.0,-89.277403,38.732444,P5_Nat,,,,,,,,2018,Water,Water,23.25131324,1.734988754,23.25131324,,,,,17027,13529.3,65777.3,8703.3,16995.6,103356.1,2734.1,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5316,96.6,3.44,12.2,0.00227,0.838,556450998.0,556.450998,Browning_Nat_121_M_Co,Browning,121.0,Nat,M,Co,5316.0,0.00845,13.5,1.163793103,0.00513,1.09,11134.0,1.1134,15.0309,1.295767241,1.00618,0.426651,Natural,Browning,,,11.0,176.0,5316.0,-90.36914203,40.12487104,P11_Nat,,,,,,,,2018,Emergent Herbaceous Wetlands,Emergent Herbaceous Wetlands,10.8130531,1.803900162,10.8130531,,,,,17169,3751.2,33578.0,5021.8,2793.5,48683.3,1251.0,2.3356357e-08,298.07678,285.13168,1087.3728,0.37279233
5317,97.4,2.61,13.1,0.00202,0.664,555748530.0,555.74853,Kansas_Nat_171_M_Co,Kansas,171.0,Nat,M,Co,5317.0,0.0216,12.9,1.057377049,0.00479,0.191,12152.0,1.2152,15.67608,1.28492459,1.026731,0.117816,Natural,Kansas,,,16.0,163.0,5317.0,-95.239938,39.001464,P16_Nat,,,,,,,,2018,Woody Wetlands,Cultivated Crops,39.82127897,1.933302765,39.82127897,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,9.440709e-09,299.20645,285.90796,1073.8074,0.5576726
5320,97.2,2.78,14.9,0.00286,0.885,518257373.0,518.257373,Gascondale_Nat_85_M_Co,Gascondale,85.0,Nat,M,Co,5320.0,0.0199,15.4,1.175572519,0.00333,0.69,12133.0,1.2133,18.68482,1.426322137,1.191073,0.108859,Natural,Gascondale,,,9.0,138.0,5320.0,-91.55559699,38.66783702,P9_Nat,,,,,,,,2018,Barren Land,Deciduous Forest,22.9980604,1.839746041,22.9980604,,,,,29073,324.3,2936.2,183.5,4326.6,4947.6,596.0,2.4192978e-08,299.14294,286.57193,1032.7964,0.3882354
5321,97.4,2.61,13.2,0.00265,1.11,522437113.0,522.437113,Kansas_Nat_156_M_So,Kansas,156.0,Nat,M,So,5321.0,0.082,16.1,1.080536913,0.00819,1.31,10669.0,1.0669,17.17709,1.152824832,1.144478,0.430513,Natural,Kansas,,,16.0,178.0,5321.0,-95.239938,39.001464,P16_Nat,,,,,,,,2018,Woody Wetlands,Cultivated Crops,39.82127897,1.933302765,39.82127897,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,9.440709e-09,299.20645,285.90796,1073.8074,0.5576726
5323,97.0,2.99,11.2,0.00188,0.654,570995144.0,570.995144,Greenup_Ag_140_M_Co,Greenup,140.0,Ag,M,Co,5323.0,0.00126,47.2,3.575757576,0.00556,0.611,11134.0,1.1134,52.55248,3.981248485,4.112547,0.773469,Agricultural,Greenup,,,4.0,44.0,5323.0,-88.139778,39.305104,P4_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,56.18442849,1.282806593,56.18442849,,,,,17035,9109.4,29150.7,11422.7,10059.2,58719.1,3004.6,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5325,96.6,3.44,15.8,0.00304,1.13,531450328.0,531.450328,Pekin_Nat_91_M_So,Pekin,91.0,Nat,M,So,5325.0,0.0325,16.2,1.446428571,0.00539,0.837,10965.0,1.0965,17.7633,1.586008929,1.031097,0.240118,Natural,Pekin,,,12.0,183.0,5325.0,-89.65567603,40.57469501,P12_Nat,,,,,,,,2018,"Developed, Medium Intensity",Cultivated Crops,29.4329184,1.881461538,29.4329184,,,,,17179,18770.4,66467.7,22680.2,5013.6,145886.1,4884.3,2.34655e-08,297.3527,284.3939,1084.3057,0.47166124
5326,96.2,3.78,13.6,0.00196,1.13,569607625.0,569.607625,Kakanee_Nat_95_M_Wa,Kakanee,95.0,Nat,M,Wa,5326.0,0.0316,15.1,0.9556962025,0.00809,0.882,10477.0,1.0477,15.82027,1.001282911,1.030279,0.605656,Natural,Kakanee,,,14.0,174.0,5326.0,-87.89857297,41.15132703,P14_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",5.109085888,1.724995542,5.109085888,,,,,17091,7599.6,67040.6,9814.2,9303.1,108801.1,7824.2,2.6512279e-08,296.63098,283.97635,1040.8037,0.32317045
5329,96.9,3.14,12.9,0.00222,0.839,563866410.0,563.86641,Browning_Nat_55_M_Wa,Browning,55.0,Nat,M,Wa,5329.0,0.0289,13.2,0.9705882353,0.00625,1.63,11878.0,1.1878,15.67896,1.152864706,0.978522,0.458694,Natural,Browning,,,11.0,96.0,5329.0,-90.36914203,40.12487104,P11_Nat,,,,,,,,2018,Emergent Herbaceous Wetlands,Emergent Herbaceous Wetlands,10.8130531,1.803900162,10.8130531,,,,,17169,3751.2,33578.0,5021.8,2793.5,48683.3,1251.0,2.3356357e-08,298.07678,285.13168,1087.3728,0.37279233
5330,97.1,2.95,12.9,0.00226,0.672,556247924.0,556.247924,Blanchard_Nat_37_M_Co,Blanchard,37.0,Nat,M,Co,5330.0,0.171,24.1,1.868217054,0.0214,0.521,4464.0,0.4464,10.75824,0.833972093,1.049186,0.396784,Natural,Blanchard,,,2.0,98.0,5330.0,-83.81345096,41.03727398,P2_Nat,,,,,,,,2018,"Developed, Open Space",Cultivated Crops,88.44665561,0.5509650899,88.44665561,,,,,39063,18613.7,48696.8,2929.9,6853.9,109614.5,5550.2,2.747639e-08,296.08673,284.08786,990.5662,0.29595977
5333,97.1,2.86,12.9,0.00207,0.82,548960878.0,548.960878,Weston_Ag_70_M_Co,Weston,70.0,Ag,M,Co,5333.0,0.0306,14.8,1.147286822,0.00506,0.713,11470.0,1.147,16.9756,1.315937984,1.155373,0.379922,Agricultural,Weston,,,1.0,22.0,5333.0,-83.79889,41.37218297,P1_Ag,,,,,,,,2018,"Developed, Medium Intensity",Cultivated Crops,82.48962656,0.6960728422,82.48962656,,,,,39173,20519.3,51872.6,3321.8,7535.9,120506.6,6009.6,2.747639e-08,296.08673,284.08786,990.5662,0.29595977
5334,96.6,3.43,13.5,0.00219,0.925,567156192.0,567.156192,Browning_Nat_149_M_Wa,Browning,149.0,Nat,M,Wa,5334.0,0.027,13.8,1.069767442,0.00672,0.0,10738.0,1.0738,14.81844,1.148716279,0.995081,0.312909,Natural,Browning,,,11.0,184.0,5334.0,-90.36914203,40.12487104,P11_Nat,,,,,,,,2018,Emergent Herbaceous Wetlands,Emergent Herbaceous Wetlands,10.8130531,1.803900162,10.8130531,,,,,17169,3751.2,33578.0,5021.8,2793.5,48683.3,1251.0,2.3356357e-08,298.07678,285.13168,1087.3728,0.37279233
5337,96.1,3.94,12.6,0.00241,1.1,540859892.0,540.859892,Maume_Nat_103_M_Wa,Maume,103.0,Nat,M,Wa,5337.0,0.00305,11.4,0.8444444444,0.00658,3.58,15277.0,1.5277,17.41578,1.290057778,1.118316,0.364485,Natural,Maume,,,1.0,187.0,5337.0,-83.66247503,41.55656599,P1_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",4.182825485,2.059166944,4.182825485,,,,,39095,4022.6,12178.8,617.0,1442.2,23929.0,1283.7,2.7012604e-08,296.11554,283.69983,1012.9189,0.2776276
5343,97.4,2.6,12.2,0.00263,0.929,563821797.0,563.821797,Greentree_Nat_47_M_So,Greentree,47.0,Nat,M,So,5343.0,0.0122,35.5,2.817460317,0.00512,1.92,11367.0,1.1367,40.35285,3.202607143,2.978259,0.884459,Natural,Greentree,,,7.0,38.0,5343.0,-90.447501,38.558781,P7_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Open Space",0.996126176,1.933408582,0.996126176,,,,,29189,223.2,750.5,92.7,2855.7,2162.1,324.4,3.0459518e-08,298.86435,286.64774,1022.4627,0.36846083
5346,97.3,2.66,12.2,0.00245,0.796,538792752.0,538.792752,Greenup_Ag_110_M_Wa,Greenup,110.0,Ag,M,Wa,5346.0,0.0193,13.2,1.081967213,0.00558,0.362,10661.0,1.0661,14.07252,1.153485246,1.103935,0.209796,Agricultural,Greenup,,,4.0,13.0,5346.0,-88.139778,39.305104,P4_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,56.18442849,1.282806593,56.18442849,,,,,17035,9109.4,29150.7,11422.7,10059.2,58719.1,3004.6,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5348,97.1,2.88,16.4,0.00304,1.07,503688302.0,503.688302,Pekin_Nat_57_F_Co,Pekin,57.0,Nat,F,Co,5348.0,0.0189,17.9,1.467213115,0.00595,1.33,10968.0,1.0968,19.63272,1.609239344,1.165779,0.191303,Natural,Pekin,,,12.0,12.0,5348.0,-89.65567603,40.57469501,P12_Nat,,,,,,,,2018,"Developed, Medium Intensity",Cultivated Crops,29.4329184,1.881461538,29.4329184,,,,,17179,18770.4,66467.7,22680.2,5013.6,145886.1,4884.3,2.34655e-08,297.3527,284.3939,1084.3057,0.47166124
5357,96.6,3.38,13.8,0.00241,1.04,538116173.0,538.116173,Greenup_Ag_196_F_Co,Greenup,196.0,Ag,F,Co,5357.0,0.0183,14.4,0.8780487805,0.0048,2.39,12833.0,1.2833,18.47952,1.1268,1.11459,0.219389,Agricultural,Greenup,,,4.0,11.0,5357.0,-88.139778,39.305104,P4_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,56.18442849,1.282806593,56.18442849,,,,,17035,9109.4,29150.7,11422.7,10059.2,58719.1,3004.6,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5359,97.0,2.99,13.5,0.00197,0.654,561555240.0,561.55524,AgLaughrey_Ag_6_F_Wa,AgLaughrey,6.0,Ag,F,Wa,5359.0,0.00342,31.2,2.260869565,0.00649,1.57,11135.0,1.1135,34.7412,2.517478261,2.448496,0.322776,Agricultural,AgLaughrey,,,3.0,10.0,5359.0,-84.92674196,39.01893298,P3_Ag,,,,,,,,2018,"Developed, Low Intensity",Deciduous Forest,37.32374896,1.697355859,37.32374896,,,,,18029,2279.6,2392.4,277.7,1153.7,13143.0,1680.2,3.6089663e-08,297.56015,286.21942,961.5629,0.32453346
5368,97.4,2.59,13.8,0.00201,0.661,539475306.0,539.475306,Gascondale_Nat_17_F_Wa,Gascondale,17.0,Nat,F,Wa,5368.0,0.0019,33.7,2.496296296,0.00567,1.37,11530.0,1.153,38.8561,2.87822963,2.741301,0.451433,Natural,Gascondale,,,9.0,153.0,5368.0,-91.55559699,38.66783702,P9_Nat,,,,,,,,2018,Barren Land,Deciduous Forest,22.9980604,1.839746041,22.9980604,,,,,29073,324.3,2936.2,183.5,4326.6,4947.6,596.0,2.4192978e-08,299.14294,286.57193,1032.7964,0.3882354
5369,97.0,3.03,12.4,0.00244,0.745,532493473.0,532.493473,Kansas_Nat_31_F_Co,Kansas,31.0,Nat,F,Co,5369.0,0.014,11.0,0.7971014493,0.00323,3.37,27477.0,2.7477,30.2247,2.190195652,1.077909,0.240758,Natural,Kansas,,,16.0,9.0,5369.0,-95.239938,39.001464,P16_Nat,,,,,,,,2018,Woody Wetlands,Cultivated Crops,39.82127897,1.933302765,39.82127897,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,9.440709e-09,299.20645,285.90796,1073.8074,0.5576726
5375,90.2,9.79,19.1,0.0109,1.03,251125492.0,251.125492,FoxRidge_Nat_41_F_Co,FoxRidge,41.0,Nat,F,Co,5375.0,0.141,21.0,1.693548387,0.0182,0.362,4722.0,0.4722,9.9162,0.7996935484,1.114667,0.196394,Natural,FoxRidge,,,4.0,8.0,5375.0,-88.163216,39.393248,P4_Nat,,,,,,,,2018,Woody Wetlands,Deciduous Forest,35.66105437,1.564507448,35.66105437,,,,,17029,15017.6,56152.7,17407.8,15476.6,100204.3,5063.0,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5377,97.3,2.73,13.3,0.00193,0.625,544680991.0,544.680991,Greentree_Nat_81_F_Wa,Greentree,81.0,Nat,F,Wa,5377.0,0.0222,12.5,0.6544502618,0.00358,0.657,13517.0,1.3517,16.89625,0.8846204188,1.107118,0.254838,Natural,Greentree,,,7.0,7.0,5377.0,-90.447501,38.558781,P7_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Open Space",0.996126176,1.933408582,0.996126176,,,,,29189,223.2,750.5,92.7,2855.7,2162.1,324.4,3.0459518e-08,298.86435,286.64774,1022.4627,0.36846083
5378,96.9,3.12,11.7,0.0025,0.579,543214345.0,543.214345,Keysport_Nat_111_M_Wa,Keysport,111.0,Nat,M,Wa,5378.0,0.0154,12.0,0.9022556391,0.00427,0.83,12446.0,1.2446,14.9352,1.122947368,1.158623,0.116197,Natural,Keysport,,,5.0,6.0,5378.0,-89.277403,38.732444,P5_Nat,,,,,,,,2018,Water,Water,23.25131324,1.734988754,23.25131324,,,,,17027,13529.3,65777.3,8703.3,16995.6,103356.1,2734.1,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5380,97.0,2.97,18.2,0.00283,0.991,511656529.0,511.656529,Hickory_Ag_56_M_Co,Hickory,56.0,Ag,M,Co,5380.0,0.00334,19.6,1.675213675,0.00355,0.565,10844.0,1.0844,21.25424,1.816601709,1.13122,0.122019,Agricultural,Hickory,,,11.0,95.0,5380.0,-90.26269396,40.17519498,P11_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,68.22585109,1.123717256,68.22585109,,,,,17169,3751.2,33578.0,5021.8,2793.5,48683.3,1251.0,2.3356357e-08,298.07678,285.13168,1087.3728,0.37279233
5381,97.4,2.59,12.0,0.00196,0.787,565790904.0,565.790904,Granite_Ag_12_F_Wa,Granite,12.0,Ag,F,Wa,5381.0,0.0166,10.9,0.5989010989,0.00584,0.202,12083.0,1.2083,13.17047,0.7236521978,0.97563,0.108648,Agricultural,Granite,,,6.0,5.0,5381.0,-90.065665,38.670222,P6_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,56.39534884,1.530050444,56.39534884,,,,,17119,10957.8,47218.0,11931.3,5652.4,93448.2,5852.5,3.0459518e-08,298.86435,286.64774,1022.4627,0.36846083
5385,97.1,2.9,15.3,0.002,0.862,538461673.0,538.461673,FoxRidge_Nat_162_M_Co,FoxRidge,162.0,Nat,M,Co,5385.0,0.0267,15.7,1.308333333,0.0051,0.388,10405.0,1.0405,16.33585,1.361320833,1.000491,0.137205,Natural,FoxRidge,,,4.0,4.0,5385.0,-88.163216,39.393248,P4_Nat,,,,,,,,2018,Woody Wetlands,Deciduous Forest,35.66105437,1.564507448,35.66105437,,,,,17029,15017.6,56152.7,17407.8,15476.6,100204.3,5063.0,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5387,97.3,2.65,13.2,0.00281,1.0,521948161.0,521.948161,Hernan_Ag_167_F_So,Hernan,167.0,Ag,F,So,5387.0,0.0028,35.5,2.320261438,0.0068,2.64,10948.0,1.0948,38.8654,2.540222222,2.869221,0.619931,Agricultural,Hernan,,,9.0,121.0,5387.0,-91.51230698,38.63920603,P9_Ag,,,,,,,,2018,"Developed, Low Intensity",Deciduous Forest,37.58649322,1.626719696,37.58649322,,,,,29073,324.3,2936.2,183.5,4326.6,4947.6,596.0,2.4192978e-08,299.14294,286.57193,1032.7964,0.3882354
5389,97.3,2.66,12.5,0.00307,0.7,541043570.0,541.04357,Blanchard_Nat_137_F_So,Blanchard,137.0,Nat,F,So,5389.0,0.164,24.3,1.840909091,0.0199,0.839,4872.0,0.4872,11.83896,0.8968909091,1.078935,0.155271,Natural,Blanchard,,,2.0,45.0,5389.0,-83.81345096,41.03727398,P2_Nat,,,,,,,,2018,"Developed, Open Space",Cultivated Crops,88.44665561,0.5509650899,88.44665561,,,,,39063,18613.7,48696.8,2929.9,6853.9,109614.5,5550.2,2.747639e-08,296.08673,284.08786,990.5662,0.29595977
5393,97.1,2.92,13.8,0.00188,0.935,558304707.0,558.304707,Greenup_Ag_42_M_Co,Greenup,42.0,Ag,M,Co,5393.0,0.0203,13.7,1.096,0.00355,1.47,12150.0,1.215,16.6455,1.33164,1.04541,0.159673,Agricultural,Greenup,,,4.0,16.0,5393.0,-88.139778,39.305104,P4_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,56.18442849,1.282806593,56.18442849,,,,,17035,9109.4,29150.7,11422.7,10059.2,58719.1,3004.6,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5394,97.4,2.6,13.6,0.00204,0.676,541761522.0,541.761522,Chesterfield_Ag_146_M_Wa,Chesterfield,146.0,Ag,M,Wa,5394.0,0.00141,50.1,3.630434783,0.00553,1.32,11538.0,1.1538,57.80538,4.188795652,4.043677,0.58235,Agricultural,Chesterfield,,,7.0,3.0,5394.0,-90.63545798,38.66890403,P7_Ag,,,,,,,,2018,"Developed, Low Intensity","Developed, Medium Intensity",9.501385042,1.593606223,9.501385042,,,,,29189,223.2,750.5,92.7,2855.7,2162.1,324.4,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5395,97.2,2.83,12.9,0.00188,0.729,562375880.0,562.37588,Greentree_Nat_13_M_So,Greentree,13.0,Nat,M,So,5395.0,0.0155,125.0,9.191176471,0.00759,3.28,7548.0,0.7548,94.35,6.9375,9.181159,2.141055,Natural,Greentree,,,7.0,2.0,5395.0,-90.447501,38.558781,P7_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Open Space",0.996126176,1.933408582,0.996126176,,,,,29189,223.2,750.5,92.7,2855.7,2162.1,324.4,3.0459518e-08,298.86435,286.64774,1022.4627,0.36846083
5396,97.3,2.75,12.0,0.00212,0.816,560863726.0,560.863726,FoxRidge_Nat_177_M_Wa,FoxRidge,177.0,Nat,M,Wa,5396.0,0.0515,14.8,1.147286822,0.00501,1.5,10090.0,1.009,14.9332,1.157612403,1.015048,0.093582,Natural,FoxRidge,,,4.0,1.0,5396.0,-88.163216,39.393248,P4_Nat,,,,,,,,2018,Woody Wetlands,Deciduous Forest,35.66105437,1.564507448,35.66105437,,,,,17029,15017.6,56152.7,17407.8,15476.6,100204.3,5063.0,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5400,97.5,2.54,13.6,0.00295,0.882,513445143.0,513.445143,Hernan_Ag_148_M_Co,Hernan,148.0,Ag,M,Co,5400.0,0.0167,34.8,2.9,0.00498,1.77,11056.0,1.1056,38.47488,3.20624,2.793165,0.4582,Agricultural,Hernan,,,9.0,155.0,5400.0,-91.51230698,38.63920603,P9_Ag,,,,,,,,2018,"Developed, Low Intensity",Deciduous Forest,37.58649322,1.626719696,37.58649322,,,,,29073,324.3,2936.2,183.5,4326.6,4947.6,596.0,2.4192978e-08,299.14294,286.57193,1032.7964,0.3882354
HBO912,,,,,,,,,,,,Male,,,,,,,,,,,,,,Ag,"Minooka Rd & Route I-80, Minooka",,,,,,-88.308444,41.457917,HB0912,,,,,,,,2005,"Developed, Open Space",Cultivated Crops,53.1327629,1.612060243,53.1327629,,,,,17063,3342.7,25506.4,3742.1,4207.0,85059.3,5370.6,1.6407663e-08,297.2693,284.5689,1032.394,0.3955288
HBO913,,,,,,,,,,,,Male,,,,,,,,,,,,,,Ag,"Cooperstown, Brown County",,,,,,-90.611708,39.959059,HB0913,,,,,,,,2000,Cultivated Crops,Cultivated Crops,64.56889382,1.273455216,64.56889382,,,,,17009,2329.3,18302.5,3141.0,1735.4,28538.9,703.3,2.0973413e-08,296.56454,285.04398,1011.455,0.38533747
HBO978,,,,,,,,,,,,Female,,,,,,,,,,,,,,Ag,Madison,,,,,,-89.640556,38.779167,HBO978,,,,,,,,2005,"Developed, Open Space",Cultivated Crops,55.10091236,1.504749163,55.10091236,,,,,17119,10957.8,47218.0,11931.3,5652.4,93448.2,5852.5,2.0354964e-08,299.1253,287.33844,944.5401,0.5390249
HBO980,,,,,,,,,,,,both?,,,,,,,,,,,,,,Nat,Hancock,,,,,,-91.179467,40.634567,HBO980,,,,,,,,2009,"Developed, Medium Intensity",Water,11.19113573,1.694408449,11.19113573,,,,,17067,9391.2,90115.1,12872.7,7178.5,127461.6,3402.7,2.2837845e-08,295.0335,283.70688,952.7584,0.4184691
HBO982,,,,,,,,,,,,Female,,,,,,,,,,,,,,Dist,Randolph,,,,,,-89.893333,37.923333,HBO982,,,,,,,,2011,Cultivated Crops,Cultivated Crops,61.16182573,1.131460531,61.16182573,,,,,17157,12122.9,45676.9,9059.4,18117.4,97483.0,2521.6,2.2028395e-08,299.86295,287.70514,913.9996,0.77271366
HBO923,,,,,,,,,,,,Female,,,,,,,,,,,,,,Ag,Vigo,,,,,,-87.380135,39.43257,HBO923,,,,,,,,2007,"Developed, Open Space","Developed, Low Intensity",10.17650303,1.82699493,10.17650303,,,,,18167,11414.5,14049.6,10710.1,2300.6,53481.3,2959.8,1.5207029e-08,298.27838,286.83054,1011.9695,0.3777657
HBO932,,,,,,,,,,,,Male,,,,,,,,,,,,,,Ag,"Labette, Parsons",,,,,,-95.210223,37.29416,HBO932,,,,,,,,1994,Deciduous Forest,Cultivated Crops,66.75985463,1.355608826,66.75985463,,,,,20099,4794.7,36076.3,5840.0,4480.1,44691.5,7324.2,1.6043797e-08,298.95547,287.7793,886.48834,0.7676328
HBO950,,,,,,,,,,,,Male,,,,,,,,,,,,,,Ag,Lenawee Co,,,,,,-84.227971,41.766065,HBO950,,,,,,,,2001,Cultivated Crops,Cultivated Crops,60.9789823,1.223634438,60.9789823,,,,,26091,9734.5,32608.1,2153.2,18072.8,75165.0,7545.4,1.7626393e-08,294.61682,283.53232,881.7471,0.48909926
HBO979,,,,,,,,,,,,Female,,,,,,,,,,,,,,Nat,St. Charles,,,,,,-90.70705,38.665567,HBO979,,,,,,,,2009,Woody Wetlands,Woody Wetlands,5.857971815,1.396255348,5.857971815,,,,,29183,989.8,15110.8,530.1,19564.9,22434.9,2563.9,2.0773237e-08,296.88605,286.04666,888.49164,0.558424
HBO981,,,,,,,,,,,,Male,,,,,,,,,,,,,,Nat,Montgomery,,,,,,-91.592778,38.911389,HBO981,,,,,,,,2010,Woody Wetlands,Deciduous Forest,39.29561841,1.304061769,39.29561841,,,,,29139,1546.9,18247.4,801.7,26675.9,28623.1,3399.4,1.4879589e-08,299.30457,286.41693,1061.6721,0.5582136
HBO918,,,,,,,,,,,,Male,,,,,,,,,,,,,,Nat,Putnam Co.,,,,,,-84.15694444,41.03944444,HB0918,,,,,,,,1991,Cultivated Crops,Cultivated Crops,90.31543996,0.4154034825,90.31543996,,,,,39137,18041.9,42052.1,3032.0,6651.8,105016.6,5069.4,2.1846569e-08,296.112,284.56146,939.2775,0.3944681
